Word,Polarity
Well,strongpos
certainly,neutral
INTERESTING,strongpos
Think,neutral
bad,strongneg
shook,strongneg
friend,strongpos
thanked,strongpos
acknowledging,weakpos
comment,neutral
Look,neutral
claiming,neutral
independent,strongpos
falsely,weakneg
accuses,strongneg
feel,neutral
favorite,strongpos
reason,strongpos
assault,strongneg
moderate,weakpos
seem,neutral
try,weakneg
forget,weakneg
failed,strongneg
engages,neutral
nature,neutral
terrible,strongneg
victory,strongpos
obviously,weakneg
positive,weakpos
refused,strongneg
denounce,strongneg
confronted,strongneg
Strong,weakpos
privilege,weakpos
fume,weakneg
crooked,strongneg
perverted,strongneg
friendly,strongpos
confused,strongneg
wasting,strongneg
conspiracies,strongneg
Argues,weakneg
Excellent,strongpos
Very,neutral
Looks,neutral
incoherent,strongneg
praised,strongpos
rage,strongneg
hopefuls,strongpos
Fake,strongneg
fake,strongneg
idiots,strongneg
high,neutral
Elites,strongpos
loyalty,weakpos
misused,strongneg
aggressive,strongneg
Excluding,weakneg
wealthy,weakpos
disowned,strongneg
justice,strongpos
Suspicious,weakneg
LOVES,strongpos
unlikely,weakneg
integrity,strongpos
broke,strongneg
sadly,strongneg
close,weakneg
accurate,strongpos
yeah,neutral
hard,strongneg
faith,strongpos
aware,neutral
top,weakpos
informative,strongpos
bully,strongneg
barely,weakneg
true,strongpos
elaborate,neutral
stunt,weakneg
hate,strongneg
monster,strongneg
(yes,weakpos
gossiped,strongneg
impotent,weakneg
unfavorable,strongneg
unfamiliar,weakneg
Pressed,weakpos
backed,weakpos
looks,neutral
excellent,strongpos
problem,strongneg
trusted,strongpos
Vows,weakpos
means,neutral
bastards,strongneg
commonplace,weakneg
perfect,strongpos
undermine,strongneg
views,neutral
Fuzzy,weakneg
feelings,neutral
challenge,weakneg
fact,neutral
qualifies,weakpos
Claims,neutral
prominent,weakpos
overwhelming,strongneg
irregularities,weakneg
inconsistencies,strongneg
Backing,weakpos
Precisely,weakpos
pretending,weakneg
defense,weakpos
rivals,weakneg
DUMB,strongneg
VICE,strongneg
killing,strongneg
hailed,weakpos
champion,strongpos
impassioned,strongpos
(very,neutral
stand,weakpos
screwed,strongneg
carnage,strongneg
slightly,weakneg
live,weakpos
incompetence,strongneg
Failed,strongneg
deeply,neutral
‘bogus,strongneg
Tried,weakneg
Electrified,weakpos
finally,neutral
disappointment,strongneg
Moving,neutral
oddities,weakneg
dream,weakpos
rally,strongpos
dreams,weakpos
glistening,weakpos
Great,weakpos
Possible,neutral
well-educated,weakpos
comrades,weakpos
simply,neutral
:OH,neutral
illegal,strongneg
celebrates,strongpos
show,neutral
scream,strongneg
thank,strongpos
arcane,weakneg
deciding,neutral
narrow,weakneg
Oh,neutral
possibility,neutral
compulsory,weakneg
horrifying,strongneg
immediately,neutral
Refuses,strongneg
courage,weakpos
dirt,strongneg
talented,strongpos
stance,neutral
liberty,strongpos
extremely,weakneg
troubling,strongneg
Believes,neutral
Hoping,strongpos
Shock,weakneg
defends,weakpos
throw,weakneg
sick,strongneg
screwing,strongneg
thoughts,neutral
passion,strongpos
supremely,strongpos
disappointing,strongneg
LYING,strongneg
appears,neutral
unexpected,weakneg
unpredictable,weakneg
Less,weakneg
low,strongneg
appreciate,weakpos
candor,strongpos
Experienced,weakpos
sensible,strongpos
proud,strongpos
full,neutral
wonderful,strongpos
powerful,weakpos
wild,strongneg
block,weakneg
Mistakenly,strongneg
surprise,neutral
precarious,weakneg
sos,neutral
sense,weakpos
Should,neutral
bull,weakpos
kiss,strongpos
limited,strongneg
endorsing,strongpos
relax,strongpos
star,weakpos
fussing,weakneg
welcome,strongpos
eliminated,strongneg
lazy,strongneg
protector,weakpos
wow,weakpos
Fine,strongpos
imagine,neutral
Lost,strongneg
sweet,strongpos
romantic,weakpos
Celebrate,strongpos
Pure,strongpos
likely,neutral
Full,neutral
genocide,strongneg
frail,weakneg
crying,strongneg
lost,strongneg
specifically,neutral
awarded,weakpos
crushed,strongneg
particularly,neutral
crumbling,strongneg
delusion,strongneg
blame,strongneg
Trying,weakneg
Utterly,strongneg
Screw,strongneg
Completely,neutral
democratic,weakpos
awarding,weakpos
important,weakpos
shady,strongneg
annoying,strongneg
assured,strongpos
Congratulate,strongpos
chaos,strongneg
super,strongpos
stupid,strongneg
overcome,weakneg
basically,neutral
unsure,strongneg
blocks,weakneg
war,weakneg
dissent,weakneg
proving,neutral
Threatens,strongneg
dangerous,strongneg
argue,weakneg
exactly,neutral
worse,strongneg
correctly,weakpos
contribution,weakpos
treat,strongpos
Looking,neutral
questionable,strongneg
Big,neutral
viability,weakpos
Actually,neutral
upset,strongneg
yes,weakpos
Active,weakpos
correct,strongpos
haters,strongneg
meaningful,strongpos
Especially,weakpos
babies,neutral
hostile,strongneg
critics,strongneg
suggests,weakpos
‘promises,weakpos
loves,strongpos
drama,weakneg
Good,strongpos
comfortable,strongpos
hurt,strongneg
reasonable,strongpos
exact,neutral
educational,weakpos
elite,strongpos
uninformed,weakneg
succumbs,strongneg
propaganda,strongneg
happy,strongpos
bent,strongneg
enjoy,strongpos
miss,weakneg
STILL,neutral
endorsed,strongpos
allow,weakpos
abandon,strongneg
enthusiastic,strongpos
vice,strongneg
understanding,weakpos
criticizes,strongneg
praising,strongpos
breaks,strongneg
grievances,strongneg
enemies,strongneg
ready,weakpos
skeletons,weakneg
destroy,strongneg
resent,strongneg
willing,weakpos
difference,neutral
insatiable,weakneg
rights,weakpos
universal,weakpos
bizarre,weakneg
modern,weakpos
(maybe,neutral
Help,weakpos
avoid,weakneg
pathetic,strongneg
thinks,neutral
fair,strongpos
ridiculous,strongneg
quick,neutral
Comment,neutral
Racist,strongneg
Nice,weakpos
fool,strongneg
arguing,weakneg
Exactly,neutral
knows,neutral
activists,neutral
complain,strongneg
invisible,neutral
benign,weakpos
neglect,strongneg
blamed,strongneg
joy,strongpos
clearly,weakpos
statements,neutral
inequality,strongneg
grand,strongpos
sophisticated,weakpos
secretive,weakneg
conspiracy,strongneg
admit,weakpos
bias,weakneg
decided,neutral
respect,strongpos
glad,strongpos
solid,weakpos
evil,strongneg
easier,strongpos
ud,neutral
considered,neutral
dastardly,strongneg
feeling,neutral
interested,strongpos
Guarantee,weakpos
regarding,neutral
quite,neutral
ruthlessly,strongneg
lecturing,weakneg
activist,neutral
supports,strongpos
trust,strongpos
Whatever,weakneg
passionate,strongpos
spirits,weakpos
Bless,strongpos
joke,weakpos
gain,strongpos
defended,weakpos
civil,weakpos
liberties,strongpos
anyway,neutral
Knowing,neutral
crush,strongneg
urging,strongpos
cheated,strongneg
Freak,strongneg
Surge,weakpos
Cruel,strongneg
irony,weakneg
Reforms,strongpos
Id,neutral
POSSIBLE,neutral
allows,weakpos
rot,strongneg
wasted,strongneg
myth,weakneg
deprive,strongneg
greedy,strongneg
effectively,neutral
losses,strongneg
promise,weakpos
ed,neutral
understand,weakpos
smearing,strongneg
engage,neutral
indication,neutral
Mess,strongneg
less,weakneg
traitor,strongneg
consider,neutral
smart,weakpos
hating,strongneg
forgive,weakpos
hot,strongpos
Sadly,strongneg
relevant,strongpos
players,neutral
competitive,strongpos
honestly,strongpos
exciting,strongpos
believe,neutral
defeating,strongneg
peace,strongpos
quit,strongneg
Quitting,strongneg
(slowly,weakneg
failing,strongneg
loses,strongneg
Large,weakpos
insane,strongneg
affirm,weakpos
Hopefully,strongpos
consistent,weakpos
crisis,strongneg
(best,weakpos
stupidly,strongneg
Facts,neutral
smashing,strongneg
concrete,weakpos
precious,weakpos
backing,weakpos
hasty,strongneg
claimed,neutral
plausible,weakpos
useful,strongpos
comprehend,neutral
forced,strongneg
power,neutral
values,weakpos
criticize,strongneg
concession,strongneg
qualified,weakpos
heal,strongpos
wounds,strongneg
goddamn,strongneg
wilted,strongneg
admitted,weakpos
moved,neutral
especially,weakpos
known,neutral
rude,strongneg
lie,strongneg
dedicated,strongpos
grateful,strongpos
agrees,weakpos
alliance,neutral
anti-Semites,strongneg
boycott,strongneg
oblivious,strongneg
cheater,strongneg
Exact,neutral
adoring,strongpos
care,strongpos
Parasite,strongneg
deserves,weakpos
Best,weakpos
conflict,strongneg
twists,weakneg
criticized,strongneg
disagree,weakneg
fine,strongpos
ideals,strongpos
wars,weakneg
liked,strongpos
restore,weakpos
comprehensive,strongpos
happily,strongpos
misrepresentation,strongneg
major,neutral
reparations,weakpos
stars,weakpos
problematic,strongneg
senile,strongneg
fortune,strongpos
lIAR,strongneg
debacle,strongneg
controversy,weakneg
(still,neutral
unfortunately,strongneg
feels,neutral
entire,neutral
exterminated,strongneg
wishes,weakpos
Throws,weakneg
gross,strongneg
likes,strongpos
open,weakpos
exhaustive,weakpos
Hm,neutral
jam,strongneg
[FACT,neutral
duty,neutral
clean,weakpos
beauty,strongpos
comedy,weakneg
ugh,weakneg
advocating,strongpos
Alas,strongneg
alas,strongneg
virus,weakneg
dump,strongneg
amazing,weakpos
lifelong,weakpos
progress,weakpos
Seriously,weakneg
chit,weakneg
bonus,strongpos
strangers,weakneg
OH,neutral
ostracized,strongneg
FIB,strongneg
*low,strongneg
key,neutral
superior,strongpos
baby,neutral
(Severe,strongneg
Syndrome,weakneg
gusto,strongpos
magic,strongpos
thirst,weakneg
lain,strongneg
felt,neutral
plagiarize,strongneg
content,strongpos
taste,weakpos
easy,strongpos
positions,neutral
pure,strongpos
fantasy,strongpos
extraordinary,weakpos
awareness,neutral
shaking,strongneg
lecture,weakneg
luck,strongpos
honorable,strongpos
admire,strongpos
-oh,neutral
twist,weakneg
Darn,strongneg
odd,weakneg
biased,weakneg
FULL,neutral
valid,strongpos
mad,strongneg
sorry,strongneg
brave,weakpos
excited,strongpos
familiar,neutral
abnormal,strongneg
naturally,strongpos
cute,weakpos
Happy,strongpos
happiness,strongpos
hopefully,strongpos
cheer,strongpos
smash,strongneg
Objectively,strongpos
Smash,strongneg
safe,strongpos
showed,neutral
FLASH,weakneg
Dream,weakpos
mms,neutral
punctual,strongpos
loser,strongneg
jokes,weakpos
ideal,strongpos
mending,strongpos
din,strongneg
horror,strongneg
clumsy,strongneg
critical,strongneg
rumor,weakneg
injury,strongneg
veto,weakneg
CURIOUS,weakpos
miring,strongneg
bless,strongpos
famous,strongpos
opposing,strongneg
spirited,weakpos
systematic,neutral
racism,strongneg
Show,neutral
Jam,strongneg
idol,weakpos
sharp,weakneg
oddly,weakneg
ego,weakneg
Prominent,weakpos
symptom,weakneg
Craze,strongneg
impeach,strongneg
stranger,weakneg
passive,weakneg
burn,weakneg
Too,strongneg
(Pain,weakneg
mars,strongneg
hated,strongneg
optimism,strongpos
incredible,strongpos
sore,strongneg
Simple,weakpos
darling,strongpos
swing,neutral
rabnya sa,neutral
) not,neutral
on a,strongneg
nly thi,strongpos
Komen,strongpos
da ya,strongpos
itula,strongneg
n sela,strongpos
yang,neutral
mo walang,neutral
e of le,neutral
slatio,weakpos
n ver,neutral
sed se,neutral
e. Tia,neutral
hun b,neutral
b Kalo a,weakpos
e time g,strongpos
think the,neutral
ce is a,weakpos
ill go,neutral
g or m,weakneg
deed t,neutral
k mampu,neutral
bout,weakpos
pagi,strongpos
moots!,neutral
w sadar,strongpos
dibi,strongneg
idak,strongneg
s me,weakpos
ebih dahu,neutral
wing,weakpos
ya ka,neutral
Gata,weakpos
amu,neutral
lebi,weakpos
il agai,strongneg
sn’t,strongneg
here,strongneg
harde,strongpos
!!!!!!!,strongpos
di jal,strongneg
gir,strongneg
world,strongpos
g sola,strongpos
uhara,strongneg
bat wk.,strongneg
un yan,strongneg
etik,strongneg
gpp da,strongneg
gue ka,weakneg
njadi ses,strongpos
el pa,strongneg
u kok,strongneg
pn rm,weakneg
itt,neutral
ya gu,strongpos
bio l,weakpos
lesce aroun,strongpos
g lain,neutral
ground,strongneg
antik,neutral
ai  p,neutral
f American,strongpos
ble to,weakneg
ute,neutral
not w,neutral
that,strongpos
wn reform,neutral
s are what,weakpos
s loss.,strongpos
yar huta,weakpos
atu p,strongneg
ka n,strongpos
Tanpa re,strongpos
eluarg,strongneg
kur,neutral
lah j,strongneg
bertak,neutral
tmblr,strongneg
e6L9,strongneg
h tida,strongpos
wards,strongpos
yang ng,strongpos
pengen ngobr,strongpos
anteng,strongneg
n! pi,strongpos
hh. Sud,strongneg
n di,neutral
mua rezi,weakpos
katttt,strongneg
k  , s,strongpos
ta kata,strongpos
jar,neutral
ng paa,strongpos
i - ada,weakneg
nular,strongpos
Sawako,strongpos
on is for,weakneg
orporate,neutral
truth H,strongpos
snt w,strongpos
ferent,strongpos
cts h,strongpos
2020c,strongpos
/media,neutral
a con,weakpos
solidati,strongneg
kant,strongneg
3y1T7,weakpos
gi,neutral
ng se,strongpos
a ada yang,strongpos
u kno,weakneg
t of yan,strongpos
iv com,neutral
ce pr,weakpos
GAKAK!,neutral
a mik,strongneg
@AB6IX,strongpos
t i D,strongpos
he un,strongpos
i t,neutral
angku,weakneg
Berh,strongpos
ntuk,weakpos
jadi,strongpos
kito,weakneg
st go,strongpos
langu,strongpos
Yang sho,weakneg
n asked,neutral
ce Pe,strongpos
LL the,neutral
iliran,neutral
. ka,weakpos
eeel~,weakneg
yan,weakneg
Ini meng,strongpos
di #,weakpos
n i think,weakpos
ord she,weakpos
scribe,neutral
staff,neutral
r bang,strongpos
https,strongpos
zYnHn,neutral
bis,weakpos
h berdar,strongpos
ipada,strongpos
bua,neutral
t adm,neutral
been ho,neutral
rny AND,neutral
(whic,neutral
gain). Hyu,strongpos
artis In,strongpos
dan,strongneg
di/st,strongneg
man r,weakpos
hes su,neutral
ch an in,weakpos
k, ka,neutral
c WOW,strongpos
PLS LEAVE T,weakpos
itter,strongpos
uhnya dite,strongneg
emua,strongneg
ong @,strongneg
sisa,neutral
double,weakneg
plus,weakneg
engelu,strongpos
ng origin,strongneg
uk terus,strongpos
nk nya g,strongpos
us s,neutral
p Kak,,weakneg
terse,strongneg
t of,neutral
y doing t,strongneg
untuk,weakpos
upnya,strongneg
ya sia,weakpos
apun yang,strongpos
a seha,weakpos
erlu s,weakneg
a yang be,strongneg
hehe,weakpos
he @,weakpos
twitte,weakneg
pasi,strongneg
ke http:,strongpos
t y’all,strongpos
e to,strongneg
l you,neutral
en yangi,strongpos
me tim,neutral
rcom/,neutral
tiL.,strongpos
ng ka,weakneg
competi,strongpos
nya c,strongpos
sering,weakpos
an ya,weakpos
aku pake m,weakpos
mpe s,strongneg
rtika te,strongpos
Ada yang,weakneg
nteng,strongneg
h ap,strongneg
mang ba,strongneg
agra,strongneg
time B,strongneg
PLAYE,strongpos
http:/,neutral
iemasor,neutral
GAAATT,weakpos
apal,neutral
p .,weakneg
n ing,weakpos
tak   ba,strongneg
g tak ok.,neutral
atern,strongpos
nak2,strongneg
ng dis,strongpos
orang yang,strongneg
a orang,strongneg
s call yo,strongpos
dapat,strongpos
ama,strongneg
hhhhh,strongpos
bobo,strongneg
shireP,neutral
pois,weakpos
es Onl,neutral
ad Fe,neutral
om T,weakneg
ikan,strongneg
box,neutral
i Isn,strongneg
tak b,strongneg
t 2 ba,strongneg
aven,strongpos
of the l,strongneg
ies y,neutral
ade c,strongneg
epeati,neutral
c screens,neutral
million,strongneg
ok Gapa,strongpos
rden,strongneg
ng sa,strongneg
k/?. /,weakneg
baggy pant,weakpos
tahun de,strongneg
borin,strongneg
a ajl t,strongneg
mbah u,weakpos
톡공론화,strongpos
e pop,strongpos
do you w,weakpos
binary,,weakpos
ders,weakneg
mp. Ad,strongpos
e Can,strongneg
Pete p,strongpos
eople,strongpos
ing.,strongpos
lease,strongpos
ro Adak,strongpos
ah ya,weakpos
g mau,weakpos
mutua,neutral
ur mor,neutral
of tr,strongneg
nya b,strongpos
, God,strongneg
. mau,weakpos
ang s,strongpos
hat no one,weakneg
el&,neutral
ckng auc,strongneg
est u sir,weakneg
uhave a,weakpos
ku ti,weakpos
di a,weakpos
Pernah d,strongneg
marah,strongneg
y lost W,strongneg
ot focus,strongneg
ho do,strongneg
have,strongpos
first,strongpos
nt,weakneg
ngs,strongpos
usir be,strongpos
kasi,strongneg
ng mahal,cu,strongpos
o keep,strongpos
ul 5pm den,neutral
ang silir,strongneg
f ke,weakneg
Mr Ha,strongpos
over h,neutral
ang un,weakneg
Sela,strongneg
akan,weakneg
ice in t,strongpos
be,neutral
ng. Sel,strongpos
manis,strongneg
ah deng,strongneg
kan,neutral
menja,strongpos
Yang d,strongneg
Kit,strongneg
yan.,strongpos
agih bu,strongpos
shin,weakpos
t videon,weakpos
gi stra,neutral
tegi,neutral
, sebisa,strongneg
https:,weakpos
setia,strongneg
is betwe,strongpos
en yan,neutral
d ste,neutral
yer for l,strongpos
ingan tan,weakneg
kamunya,strongpos
intai #,strongpos
kita,strongneg
gitu lo,strongneg
com/p,strongpos
ghtly,neutral
-karibku,weakneg
Kapag naha,weakpos
yang puli,weakpos
a na p,strongpos
nak,strongpos
ceh.,strongneg
engan,weakpos
ri Wkwk,strongpos
n manusi,strongpos
p ex cr,weakpos
xing,neutral
I/status/12,strongpos
AHHA,strongneg
makasih,strongpos
r ke 2,weakneg
lan,strongneg
lik or,strongpos
us/12,strongneg
kesalan pad,weakneg
k ad,weakneg
ually no,strongpos
f his,weakpos
cies,weakpos
ople too bu,strongneg
ya, l,strongpos
dif,strongneg
im la,strongpos
i,neutral
n he,strongpos
membe,weakneg
and,strongpos
dia se,strongpos
ut yo,strongpos
e been r,strongpos
so far Love t,neutral
ve,neutral
ek ya, bu,strongneg
kannya ga,neutral
api ka,weakneg
ja Masih,strongpos
min. Be,weakpos
Ename,strongpos
UNKA,strongneg
khir,weakpos
rtation,strongneg
jika d,weakpos
t ya k,weakpos
INESS  K,weakneg
art) be,strongpos
a tak,weakneg
long @,weakneg
com/ne,weakneg
le ripple,neutral
employ,neutral
alent dow,strongneg
orrible,strongpos
nding htt,strongneg
h ba,strongneg
wscom/,weakneg
ers, Pete,,strongneg
Biden, War,weakpos
p voter,strongneg
//www,strongpos
, but i,strongpos
e the w,weakpos
acks un,neutral
ve becau,strongneg
r got any in h,weakpos
life,strongpos
, until p,strongneg
those,strongpos
karena k,strongpos
ut lagi,strongpos
!!!,neutral
amat ul,strongpos
/status/,strongpos
,he,neutral
h jan,strongneg
i cob,weakpos
ang t,weakpos
/stat,weakpos
p kecup ah,,strongpos
Jika,weakneg
ta ci,strongpos
#Alzhei,strongpos
uma,neutral
rja,neutral
sak,strongneg
Semoga,strongpos
asala,strongneg
pemaham,weakpos
peran,strongpos
/wwwin,weakpos
hilan,weakneg
g dari,strongneg
WE,neutral
TTER,strongneg
eme,neutral
its,weakpos
tuh c,strongpos
lah s,strongpos
malah j,strongneg
arwah hi,strongpos
oga t,weakpos
ahagia,strongpos
a()CO,weakpos
M tempa,neutral
segera,neutral
Agen,strongneg
tak d,weakpos
LMO/s,weakpos
Ka,neutral
m sem,strongpos
estak,strongpos
dalah,weakpos
au.,neutral
ed. T,neutral
pa si,strongpos
pa yan,strongpos
terbaik,strongpos
cy. A,weakpos
ko ka,neutral
an. S,strongpos
a Yg co,weakpos
OLEH,neutral
a buk,strongpos
an ad,strongneg
(baga,weakneg
. Seb,weakpos
anget,,neutral
yg,neutral
paket pe,strongpos
oh yan,strongneg
agi !,neutral
ahuuuu,weakpos
g bisa,weakpos
kay,strongneg
a?,neutral
the f,neutral
kubu,neutral
ybe I neve,weakneg
t I lo,neutral
uch T,neutral
hank yo,strongneg
ll wit,strongpos
h m,neutral
e Alh,neutral
amduli,strongpos
g sega,neutral
ada,neutral
astu,strongpos
ngin m,neutral
xvYd,strongneg
Q. Ya,strongneg
iasc,strongneg
ng Git,neutral
Happ,strongpos
______,strongpos
failure,strongneg
destruction,strongneg
losers,strongneg
potential,weakpos
undecided,weakneg
However,neutral
guilty,strongneg
damn,strongneg
exposing,weakneg
liars,strongneg
failures,strongneg
obstruct,strongneg
outsmart,strongpos
fiasco,strongneg
Thank,strongpos
outstanding,strongpos
bogus,strongneg
capable,strongpos
believed,neutral
puppets,weakneg
punished,strongneg
(although,weakneg
points,neutral
tired,weakneg
shake,strongneg
animosity,strongneg
Sure,weakpos
rational,weakpos
filth,strongneg
able,weakpos
afford,weakpos
proper,strongpos
waste,strongneg
infectious,neutral
disease,strongneg
welfare,weakpos
devastation,strongneg
revealed,neutral
liberal,weakpos
professes,strongpos
reminiscent,weakpos
Partisan,weakneg
Demands,both
Resignation,weakneg
entertaining,strongpos
crooks,strongneg
objectively,strongpos
concerns,strongneg
plotting,weakneg
boosting,strongpos
utmost,strongpos
restored,weakpos
utterly,strongneg
matters,neutral
harmful,strongneg
mocking,strongneg
logical,strongpos
overwhelmingly,strongneg
favor,strongpos
transparency,neutral
anger,strongneg
disheartening,strongneg
maniac,strongneg
unable,strongneg
shame,strongneg
flat-out,weakneg
Boost,strongpos
extort,strongneg
Negative,strongneg
Likewise,neutral
criticisms,strongneg
indicative,neutral
[whatever,weakneg
infected,strongneg
glory,strongpos
mistake,strongneg
upholding,strongpos
remarks,neutral
forcing,strongneg
assessment,neutral
filthy,strongneg
assure,strongpos
intimidate,strongneg
disagreements,weakneg
dares,weakpos
Losing,strongneg
Damn,strongneg
trial,strongneg
Down,strongneg
risk,weakneg
corrupted,strongneg
ruin,strongneg
insubordinate,strongneg
prison,weakneg
genius,strongpos
insanity,strongneg
miracle,strongpos
believes,neutral
Consider,neutral
death,strongneg
ACHIEVING,strongpos
POWER,neutral
caves,strongneg
influence,neutral
Finally,neutral
threats,strongneg
Systematic,neutral
engaged,neutral
invalidate,strongneg
abused,strongneg
necessary,weakpos
complicated,weakneg
dislike,strongneg
garbage,weakneg
errors,strongneg
colorful,weakpos
reforms,strongpos
actual,neutral
killed,strongneg
agreed,weakpos
greatly,neutral
deception,strongneg
